-1:37 | @grelmedialski2241: ooo na kartkach - też dobra opcj
1:58 | @MrZaparcik: jest gi
1:58 | @mariawisniewska3522: slychać
1:59 | @JeremiPiela: Cześ
1:59 | @tomaszstec5672: słychać i wida
2:00 | @edytanowicka2635: jest supe
2:00 | @andrzejbajguz2848: O
2:01 | @BeavisPL: wszystko O
2:01 | @MonciakTT: i widac :
2:03 | @cezaryzahorowski8481: jest OK widać i słycha
2:03 | @maciejjanicki5893: słychać głośno i wyraźni
2:05 | @marekciesluk1546: Widać i słycha
2:05 | @przemyslawszal8459: jest git, widac i slychac
2:07 | @tomitomi2251: cześć wszystki
2:07 | @mattogameplay: jest dobrz
2:09 | @piterson6851: słychać widać i czuć ;
2:12 | @tprok2012: O
2:13 | @sarq1: A może od takiego znaku
2:14 | @kimi_alone: uuu, to są 3 dni a nie 4?
2:18 | @rozko2653: widać i słychać ;
2:18 | @TomaszRomanowicz: słychać i wida
2:38 | @BestClashRoyalePlayerEver: dzień dobr
3:05 | @itlife3261: sieman
3:10 | @Lopim_Official: wita
3:24 | @BestClashRoyalePlayerEver: jak zadawać pytania
3:26 | @Annopol1306: hej, gdzie jest link do discorda
3:29 | @dzieckoboba8723: Słychać, słycha
3:30 | @michaprv8819: O BORZE ale jestem podekscytowan
3:30 | @marekostrowski1919: Juz sa 4 ;
3:40 | @itlife3261: lecimy żeby do 21 skończyć
3:53 | @psvpl: Q: Czy Gynvael to elfie imię
4:04 | @sarq1: to z Wiedźmin
4:05 | @SekurakTV: Discord: https://discord.gg/v5WNSD5u
4:05 | @SekurakTV: Discord: https://discord.gg/v5WNSD5u
4:16 | @Adrian-jt5hp: U Czy live będzie nagrywany/dostępny do obejrzenia później
4:24 | @Bartosz-mod: Link do Discorda: https://discord.gg/v5WNSD5u  gdyby ktos potrzebowal ;
4:34 | @SekurakTV: @Adrian-jt5hp będą nagrani
4:35 | @pythonowy_gość: @Adrian-jt5hp ta
5:08 | @MonciakTT: a to tak widziałem od początku terminy :
5:45 | @zenongrzadziel2054: Dzień dobry
5:53 | @maciejnowak3264: Cześ
6:01 | @super_staszek: nic
6:06 | @JanzChrzanowa: dziękuj
6:06 | @BestClashRoyalePlayerEver: poland can indeed into spav
6:07 | @70norbert: Zadania domowe są nielegalne w Polsc
6:12 | @NuoDevix: html for babies było czytane od początku :
6:13 | @AdamP-n3b: Q:Zbieramy drużynę pierścienia
6:28 | @sebastiandudzinski6538: Ostatnio mignęła mi seria Paged Out. Ciekawa seri
6:32 | @to-nie-idkfa: https://pagedout.institute/
7:00 | @photo67: @70norbert
7:11 | @zygzaketlwsl: "Całkiem nieźli" == ścisła światowa topka ;
7:15 | @marekostrowski1919: Nauczymy się hackować? :
7:25 | @sarq1: Visual studio - (bezpłatna wersja) communit
7:34 | @Kordi_KvD: Q Czemu Python ? :
7:36 | @SecureIT-jk8yo: Dragon nie rozpracowalo przypadkiem case NEWAGU 
7:39 | @PrzemysławKosobucki: albo Visual Studio Cod
7:46 | @Bartosz-mod: @marekostrowski1919 emacsem przez węża ;
7:48 | @PrzemysławKosobucki: lub PyCharm Communit
8:07 | @sarq1: @SecureIT-jk8yo Tak
8:10 | @bogdanbanasiak4333: Discord: Nie można zaakceptować zaproszenia. Dlaczego
8:51 | @SekurakTV: @bogdanbanasiak4333 spróbuj z innej przeglądark
8:52 | @Bartosz-mod: https://discord.gg/CPkgucED  discordzik moze to zadziala jak komus tamto nie dziala ;
8:53 | @axen4555: @bogdanbanasiak4333 chyba musisz być zalogowan
8:55 | @Gazetqa: @czy bedzie nagranie ze szkolenia, aby można było do niego wrócić
9:01 | @itlife3261: 3h za długo zdecydowanie..
9:04 | @Bartosz-mod: bedzie nagrani
9:08 | @Bartosz-mod: pod tym samym linkie
9:10 | @nataliak404: @Gazetqa jest to info na slajdzie obecnym ;
9:14 | @to-nie-idkfa: @Gazetqa bedzie :
9:29 | @magalia7882: Q Ile czasu dziennie warto przeznaczyć na ćwiczenia, jeśli się nie programowało? Zastanawiam się, jak to połączyć z prac
9:32 | @photo67: O supe
9:37 | @jromtb: Q: Czy jak ktoś programuje zawodowo ale nie w Pytonie to będzie się nudził
9:37 | @Tomekrusz: Q Uwazasz ze w ile czasu idzie sie nauczyc Pythona od zera
9:43 | @BestClashRoyalePlayerEver: do rzecz
9:44 | @annaslabosz9261: Super :D
9:54 | @bogdanbanasiak4333: jestem zalogowany, drugi link nie dział
10:10 | @Annopol1306: czy czat też jest nagrywany lub można jakoś go potem podejrzeć?
10:29 | @rozko2653: Za 3h planuję już spać
10:32 | @nicoargentati8027: tak,jest nagrywan
10:39 | @zygzaketlwsl: @annaslabosz9261 czat co do zasady powinien być dostępny późnie
10:40 | @mateuszswiecki2596: Q arkana-pythona to właściwy kanał pod sekurakiem
10:45 | @Krzysztof.Radzikowski: czat będzie z znagarniem dostępny na YT na tym samym adresi
10:54 | @abojaniewiem: Q: Jak znajdujesz czas na prowadzenie kursu po swojej własnej pracy
10:56 | @L0n6J0hnS1lv3r: Cześ
11:01 | @zygzaketlwsl: @mateuszswiecki2596 kanał #wstep-prog-pytho
11:10 | @giercowarek: czy tylko mi sie wiesza wideo
11:17 | @DteamMachine: super, ze beda mp4. dziekuje :)
11:54 | @marcelfaryna3963: @giercowarek mi się nie wiesz
12:06 | @GynvaelColdwind: da21205d5a11134
12:12 | @giercowarek: ok , dzieki
12:15 | @marekostrowski1919: Q: Można wkleić url na czat
12:21 | @rozko2653: supe
12:31 | @marekostrowski1919: @giercowarek nie tylko T
12:34 | @zygzaketlwsl: https://cwiczenia.hackarcana.pl/
12:42 | @r011and: adres strony popros
12:53 | @nataliak404: video u mnie się nie wiesz
13:06 | @r011and: jest, dziekuj
13:49 | @mentostheundying: strona siadła :
13:51 | @FiotrPraczewski: nie idzie rejestracj
13:53 | @jakubkarasiuk: pisze ze link wygas
14:06 | @jakubkarasiuk: na dis
14:17 | @rozko2653: strona chyba kaput. Nie mozna się zarejestrowa
14:22 | @shivverpl: Strona nie działa z jakiegoś powodu, pusta jest
14:27 | @mateuszswiecki2596: ładny DDoS poszedł :
14:30 | @KacperGrandCzech: yup padł
14:32 | @NuoDevix: Q: Czy za jakiś czas znowu juniorzy będą ptorzebni czy jeszcze mniej niż teraz
14:34 | @Klakocik: Strona spadła z rowerka
14:38 | @nerdsinlaw: spadl
14:39 | @gokuworkout3675: Q: 10h pewnie wystarczy by ogarnąć minimum do pisania skryptów do automatyzacj
14:43 | @annagierula5740: brawo my, ddos zrobiliśm
14:44 | @rozko2653: strona siada jakby linka wysłał ML
14:48 | @robertmodret9330: ale strona teraz padła :
14:51 | @rozko2653: lo
15:03 | @robertmodret9330: DdoS 
15:13 | @marekostrowski1919: Q: Jestem testerę i uczę się automatyzacji. Czy myślisz, że kurs da mi solidne podstawy do tego
15:15 | @zygzaketlwsl: ładnie to tak ddosować? :
15:24 | @Bartosz-mod: jak nie Blika to Gyna DDoSuja ;
15:31 | @3ci_music: jaki ddos? testy wydajności :
15:33 | @rozko2653: ładnie, ładnie bo legalnie ;
15:35 | @mierona: Q: skoro na początku było o książkach, jakieś polecane książki na początek, w tym Twoje
15:37 | @mateuszswiecki2596: i wszyscy do więzienia za hakerke
15:47 | @deropl2667: Czy kierunek pytorch to tędy
15:47 | @MonciakTT: czekajka przy rejestracji by się przydała by było wiadomo że coś się dzieje po kliknięciu :
15:54 | @robertmodret9330: byleby laptopy nam tam dali :
16:13 | @pythonowy_gość: To się nazywa dobry zespół ctf-ow
16:22 | @itlife3261: Q czy w przypadku sieciowców którzy głównie posługują się ps jest sens uczestniczyć
16:46 | @mateusz6517: Ja właśnie spotkałem się z taką ścianą, ale potem wylądowałem na stanowisku QA i pokochałem szukać błędów x
17:05 | @Mylus69: Q na co dzień instaluje kody aplikacji czy ten kurs mi pomoże zautomatyzować czynności
17:19 | @User-93hd92nslp1: zastanawiam się nad wyborem profilu do liceum, jest tu ktoś, kto jest/był na rozszerzonej informatyce który powie czy było/jest trudno?
17:28 | @marekostrowski1919: @mateusz6517 QA to taki pomost między programistą, końcowym userem, a biznesem :
17:46 | @ajaktamkorniszo2745: zaraz będzie pytanie, czy wyleczy depresję x
17:51 | @ppb000: Troche mi szkoda młodych adeptów programowania patrząc co się dzieje na rynku gdzie jest ogromny shift na AI i bynajmniej nie mam na myśli Artifical Inteligence 
17:58 | @veritaxsocial: Z Gynvaelem zawsze warto niezależnie od poziom
18:17 | @NuoDevix:  vibesor
18:46 | @PrzemysławKosobucki: "User-93hd92nslp1 to zależy, mój syn jest na rozszerzeniu i jeśli radzisz sobie z programowaniem to nie bedziesz mieć problemu. Zależy też od szkoł
19:08 | @slickdamage: To ja musze przewrotnie zapytac, czy nauka takiego jezyka jak python nie traci sensu, jezeli wchodza takie rozwiazania jak copilot. A pythona uzywam do zadan pomocniczych na codzien programujac w c++
19:21 | @exeriON-dev: Q kod do strony moge prosic raz jeszcze
19:35 | @robertmodret9330: Q: A kurs, praktyczny python gdzie nas zaprowadzi?
19:36 | @gokuworkout3675: Q: Patrząc z perspektywy Twojego doświadczenia mniej więcej na jakim poziomie potrzeba umieć programować dla DevOpsa/SRE
19:39 | @magdalenanowakowska5263: o rany, znowu reklama tzw. AI :
19:48 | @jromtb: da21205d5a11134
19:49 | @User-93hd92nslp1: @PrzemysławKosobucki dziękuje bardzo, właśnie radze sobie z programowaniem oke
19:53 | @jromtb: kod do stron
19:58 | @jromtb: da21205d5a11134
20:11 | @jespers6478: Q: Czy bedziemy poruszac tez rozne biblioteki/frameworki do pythona, jak np. Flask
20:29 | @HanSor89: Q: z powodu zdrowia musze zmienić branże, czy kurs pythona i AI to bedzie dobry kierunek zeby wejść w IT
21:16 | @naw4883: No i sen o byciu programistą prysną
21:18 | @Athariel0: Q: Na jakim poziomie trudności by Pan określił napisanie prostej bazy danych która robi call do API, oraz napisanie datascrubbera, który np. prześledzi ceny konkurencji na Allegro
21:18 | @ZebraYoga: A po Python Master gdzie sie laduje na wykresie z Celem? 
21:27 | @Anna-om7te: Q oprocz programowania jest analiza danych! numpy matplotlib i tego typu bibliotek
21:33 | @dragon121a: tylko mi laguj
21:53 | @grelmedialski2241: Q: czy do systemu z nowszymi wersjami Py da się doinstalować starą wersję, np 3.7, żeby mieć kompatybilność z innym starszym programem
22:06 | @mierona: Nie laguje, takze chyba cos u Ciebie @dragon121a
22:11 | @Elfren95: Trudno się nie zgodzić, wcześniej parę dni pisania, kilka godzin debbugingu, teraz kilka minut pisania i parę dni debbugingu :
22:34 | @Samochody_RC: tańczę marchewkę
22:36 | @rozko2653: chyba tak @dragon121
23:21 | @Henry-k8x3c: Q: jaką wersję pytona zainstalować pod win 1
23:22 | @SimiForKing: @grelmedialski2241 sudo apt install python3.
23:24 | @PinguVanEx: Konteneryzacja projektu duzo ulatwia, jezeli chodzi o trzymanie wersj
23:28 | @adampieklowski6274: aj-wa
23:32 | @krzysztof4312: Gentoo slotuje wersje ;
23:44 | @Elfren95: venv mocno pomaga :
23:56 | @marekostrowski1919: Jest rolnikiem, któremu nikt nie pogratulował na urodzin
24:23 | @SimiForKing: @Henryk-k8x3c najnowszą, Python 3.14, ale starsze też będą ok
24:59 | @magdalenanowakowska5263: @Elfren95 weeks of programming can save you hours of planning ;
25:24 | @rozko2653: a jaką apkę dokłądnie najlepiej ściągnąć? i skąd? zebu było legalni
25:48 | @NuoDevix: a czy z AI da się serio czegoś nauczyć głębiej w języku czy ogólnie koncepcyjnie
26:07 | @psvpl: @rozko2653 Apkę do czego
26:14 | @marekostrowski1919: Halucynacje - stanie na głowie, żeby tylko powiedzieć, co chcesz usłysze
26:14 | @damianb-ski1145: Q: pomimo , że podstawy, to czy parę zdań na temat jak realizowany jest multithreading
26:28 | @rozko2653: do programowania w phytoni
27:06 | @psvpl: @rozko2653 To nie jest kurs dla Ciebie w takim raiz
27:15 | @krzysztof4312: stackoverflo
27:21 | @Pawel-bj6qy: Cześ
27:30 | @rozko2653: zaczynam od zera. Po to chyba to jest nie? :
27:40 | @rozko2653: to szkolenie znaczy się..
27:56 | @psvpl: chyba nie od aż takiego zer
27:58 | @wojtek0993: skoro od zera to siedz i sluchaj 
28:01 | @PrzemysławKosobucki: @rozko2653 Visual Studio Code / PyCharm Community
28:05 | @PinguVanEx: PyCharm wystarczy
28:36 | @rozko2653: @PrzemysławKosobucki dziękuję za pomoc
28:50 | @Elfren95: @magdalenanowakowska5263 true, but Codex makes its even faster  Off course if you have some knowledge, as you said :
29:01 | @rozko2653: @PinguVanEx dziękuję
29:30 | @BestClashRoyalePlayerEver: here we g
29:37 | @nerdsinlaw: jak w cheatowaniu i spojlerach gier ;-
29:49 | @PinguVanEx: Q Czy warto na poczatku wchodzic w jakies frameworki np. FastAPI, Django
30:16 | @ParadiseAix: @rozko2653 Visual Studio Code bedzie najwiecej materialow pomocnych ajk zainstalowac i jak uzywac
30:23 | @SekurakTV: Pamietajcie też, że będzie sesja QnA i że można skorzystać z kanału na Discordzie :
30:48 | @rozko2653: @ParadiseAix dziękuję!
32:24 | @dragon121a: do której około to będzi
32:24 | @PinguVanEx: tfu tfu j
32:35 | @mjr_zan: 2
32:40 | @PrzemysławKosobucki: zgadzam sie @PinguVanEx
32:43 | @dragon121a: dzięk
33:03 | @tomaszczerwinski1974: 3/4 odpadnie na pełtli w pętli :
33:08 | @magdalenanowakowska5263: potrafiąc programować wystarczy sie douczyć języka? powiedzcie to HRówom
33:15 | @piterson6851: dawaj mięs
33:38 | @PinguVanEx: @piterson6851 to jest mieso, w koncu to wstep do programowani
33:58 | @nataliak404: "HRówy" nie rekrutują, od używania sformułowania "rekrutywka" również prosiłabym się powstrzyma
34:17 | @NuoDevix: mięso jeszcze nadejdzie spokojnie, jeszcze będzie ciekawie, to wstęp :
34:26 | @veritaxsocial: trzeba rozbijać na mniejsze kroki dotąd aż AI będzie w stanie bezbłędnie pomóc z każdym :
34:31 | @magdalenanowakowska5263: nie, one tylko przekierowywują cv do kosz
34:53 | @y3rzyk: copilot ma problem z programowaniem  w powershelu robi mi w kółko te same błedy no nie da rady wypluc poprawnego kodu :
34:55 | @NuoDevix: syntx suga
35:29 | @rozko2653: Sprobuj Perplexit
36:15 | @NuoDevix: tylko Claude do kodowani
36:35 | @Elfren95: ważne żeby jak najszybciej wejść w obiektówkę, mocno pomag
36:50 | @NuoDevix: pamiętam hah, obawy o kompilator, czy muszę umieć optymalizować kod niskopoziomow
37:42 | @robtrzci4365: matematyka to najtańsza forma zorientowania umysłu na rozwiązywanie problemó
37:50 | @piterson6851: q można hakować w pythonie 
38:22 | @BestClashRoyalePlayerEver: q a na macu
38:44 | @jakubwartenberg: no właśnie co z mackiem :
38:49 | @nataliak404: @BestClashRoyalePlayerEver a na macu odpalasz terminal, jedziesz z komendą i hej
38:53 | @psvpl: na Macu pewnie brew install pytoh
39:01 | @BestClashRoyalePlayerEver: k
39:10 | @donio4: albo skorzystać z uv i venv
39:40 | @marcinmisiak4357: na macOS u mnie jest zainstalowany domyślnie % python3 --versionPython 3.9.
39:41 | @niebieskimonsterek8774: Q mozna korzystac z pythona online czy trzeba instalowac
39:55 | @jakubwartenberg: @psvpl zgadza się
39:55 | @Elfren95: można jeszcze się z condą bawić jeśli chce się mieszać wersj
40:07 | @marekostrowski1919: Q: Czy VSC wystarczy do naszych ćwiczeń, czy jednak nacisk na konkretny ide
40:16 | @Krzysztof.Radzikowski: zamaist condy uzywajcie UV
40:51 | @nataliak404: zacznij od sprawdzenia, czy przypadkiem już go nie masz: python3 --versi
40:53 | @BestClashRoyalePlayerEver: homebrew mi oszalał x
41:14 | @ukaszukasz7059: w Macu nie serwuja pytonów tylko wołowin
41:28 | @marcinmisiak4357: @BestClashRoyalePlayerEver co ci się dzieje z brew
41:31 | @Randerro: Google Colab też niezł
41:36 | @begrael: Ta, Mac widział wołowin
41:52 | @BestClashRoyalePlayerEver: @marcinmisiak4357 chwila już dział
42:57 | @BestClashRoyalePlayerEver: q idle'a włączyć
43:54 | @nataliak404: notepad++! <
43:54 | @NuoDevix: a co z workspaces
44:04 | @psvpl: #teamNeovi
44:22 | @3ci_music: vim
44:34 | @przezerzet: Q: jaki edytor na początek polecasz? :
44:35 | @Elfren95: VS code jest o tyle spoko że masz mini tutorial na początk
44:40 | @BestClashRoyalePlayerEver: q które z nich działa na mac
44:50 | @nataliak404: @BestClashRoyalePlayerEver każd
44:53 | @radekjanik2657: Q: czemu nie ma vima? :
45:04 | @maciejjanicki5893: pracujcie na tym co wam najlepiej odpowiad
45:16 | @3ci_music: @radekjanik2657 jak nie ma? :
45:17 | @sebastiandudzinski6538: Przecież jest vim, pod notepade
45:19 | @PinguVanEx: @radekjanik2657 jest, na dol
45:33 | @radekjanik2657: A, zwracam honor - uf
45:46 | @tomaszczerwinski1974: jak na komodorku <
45:56 | @Vatharian: Jakiś wariat zrobił cały workflow do uzywania mspaint jako IDE..
45:56 | @psvpl: C
45:58 | @amkair: Q a co polecisz z edytorów online?
46:04 | @PinguVanEx: z tego co widze, to czy na czacie sa osoby ktore nigdy nie programowaly
46:21 | @psvpl: @PinguVanEx na pewno jest jedn
46:33 | @dragon121a: j
46:39 | @nataliak404: no to dwi
46:39 | @KamilaNeko: ja tez nigdy
46:46 | @nataliak404: trzy :
46:48 | @RandomDude_mi6: codium, nie vs code, proszę
46:49 | @BestClashRoyalePlayerEver: hell yeah nołtpa
46:57 | @Elfren95: warto też zwrócić uwagę że pycharm służy głównie do pythona, vs code jest bardziej uniwersaln
47:15 | @krolikzbrowcem: wygląda jak fork vsc :
47:21 | @Vatharian: ja w Borland Pascalu 5, więc nie wiem czy się liczy X
47:31 | @lukasz_misiek: Q: a co myślisz o Anaconda?
47:36 | @danielszarynski7483: podobno jupyter (notebook) pozwala na fajne debugowanie
47:52 | @eniiu704: bedzie zapis 
47:57 | @Rumakownie: Q a ten kursor jest bardzo płatny
48:05 | @TheBisqp: ja też nigdy, Troche na studiach jakieś podstawy, ale to kupę lat tem
48:21 | @Krzysztof.Radzikowski: cursor od 20 dolarow do kilku tysiecy  zalezy ile uzywasz
48:26 | @rozko2653: a ja pascal i c++ - wieki tem
48:34 | @nerdsinlaw: wida
48:35 | @artur3481: jest o
49:12 | @sarq1: Używanie include w C++ to pójście na łatwizn
50:03 | @PrzemysławKosobucki: @sarq1 no tak, lepiej wszystko na zwyklym iostreamie robic samemu, szczegolnie fstreama latw
50:05 | @przemysaw6012: widać dobrze :
50:26 | @magalia7882: Q co to jest konsola i czym się różni od środowiska? I gdzie się pojawiają odpowiedzi, np. gdy wpiszemy Print "Cześć" to gdzie się pojawia odpowiedź "Cześć"
50:28 | @wqrwek: hahaha Mistrz "kto by czytał" x
50:36 | @piterson6851: bedziemy się uczyc na tym kursie jak hackowac w pythonie
50:55 | @BestClashRoyalePlayerEver: jak mam uruchomić kod z notepada++. emuluję notepada przez whisk
51:00 | @sarq1: @PrzemysławKosobucki to jest podpucha dla prowadząceg
51:07 | @dragon121a: mi troche laguj
51:16 | @nalesnim: Q do pythona lepszy vscode czy pycharm
51:25 | @Vatharian: kto by czytał to 99% pebkac'a. Przez lata w pracy w supporcie, to było podejście do pacjenta i przycztanie dla niego komunikatu, który miał na ekranie
51:41 | @sarq1: to zależy, co bardziej Ci odpowiad
51:56 | @radekjanik2657: Q: czy jakis debugger pythona w terminalu?
52:14 | @maciejjanicki5893: @piterson6851 a jaki jest tytuł szkolenia 
52:15 | @BestClashRoyalePlayerEver: q vs code jest darmowy
52:16 | @marekostrowski1919: @PijanyLowca pycharm jest dedykowany do Pythona, więc chyba w nim dobrze, ale jeśli już używasz vsc i znasz, to spokojnie możesz jecha
52:18 | @mariuszjarosz: Q 3 słowa zastosowanie pythona
52:25 | @AdamRaciecki-p2w: Pycham i hej
52:30 | @Elfren95: @BestClashRoyalePlayerEver vs code jest fre
52:38 | @marekostrowski1919: @BestClashRoyalePlayerEver jes
52:43 | @BestClashRoyalePlayerEver: nic
52:43 | @GeraltWitcher11: Do której
52:53 | @KristoferVinc: Q: A google colab
53:03 | @michaprv8819: Q czy również Ty będziesz prowadził inne lub rozszerzone kursy na sekuraku
53:04 | @PinguVanEx: Q Czy uwazasz, ze Python jest przyszlosciowy, poniewaz nie jest to nowosc ale duzy hype przez AI (wydajnosc python tez nie jest super
53:11 | @Henry-k8x3c: Q: skad pobrać curso
53:12 | @Vatharian: Shift + a, KOPYTKO
53:42 | @radekjanik2657: @Henry-k8x3c wpisz sobie cursor download i dostaniesz na tacy
53:45 | @Anna-om7te: impreza sie zaczyna
53:57 | @ukasztulibacki6268: @Henry masz oficjalną stron
54:00 | @Militaryhighcommand: Mam nadzieje że będziemy korzystać z PyCharm bo jednak on jest jednym z popularniejszych
54:06 | @Henry-k8x3c: a jest bezpłatny bo ktos cos pisal ze platn
54:12 | @Henry-k8x3c: curso
54:25 | @SimiForKing: @michaprv8819 Gyn ma dużo szkoleń z Sekurakie
54:26 | @Militaryhighcommand: Jak będzie jakiś edytor tekstu to poziom naprawde mizerny
54:30 | @radekjanik2657: @Henry-k8x3c polecam oficjalna strone po informacje 
54:30 | @ukasztulibacki6268: Gyn pisze w sublime, na ilu szkoleniach u niego byłem wszystki w sublime szł
54:39 | @adama2097: Niezła nuta :
54:40 | @kimi_alone: na codzien uzywac takiego matrixowego motywu w terminalu to trzba siedzieć te 35 lat w programowaniu jednak :
54:56 | @SimiForKing: @PinguVanEx tak, dużo ludzi go wykorzystuje, trwają pracę nad JITem i GILem żeby go trochę przyspieszy
55:02 | @ukasztulibacki6268: cursor nie wiem, jak na linux siedze w vim i sublime, a na windows w pychar
55:04 | @Marynarzx: he
55:15 | @ukasztulibacki6268: wersja community jest darmow
55:19 | @Marynarzx: małe spóźnienie, ale jeste
55:26 | @piterson6851: ale mozgotrzep chamskie techn
55:55 | @kimi_alone: sądząc po muzyce 10 minut przerwy na cyberpunka ^.
55:57 | @GrzechuJam: jakie chamskie, dobre biciw
56:07 | @PinguVanEx: @SimiForKing dzieki za info, bo wlasnie jestem tutaj z ciekawosci o Python (moze 3 softy napisalem w nim) i jak cos ma dzialac szybko to biore jednak G
56:08 | @marekostrowski1919: Trochę jak z jakiejś platformówki na Sega Genesi
56:10 | @BestClashRoyalePlayerEver:  jak odpalić skrypt z pythona w v
56:36 | @ukasztulibacki6268: się Państwo słuchacze Tomkowi narażają ;
57:10 | @jromtb: Q: Będzie coś o samym języku Python - co to za typ języka i jakieś porównanie do innych (Java, C, C++) czy od razu lecimy z pisaniem kodu
57:33 | @ukasztulibacki6268: @BestClashRoyalePlayerEver a w czym go pisales? kliknij prawym otwórz w vs na window
